text,zone,created_at
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-21T18:39:38Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-20T02:57:11Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-17T01:49:07Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-11T03:27:27Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-16T17:04:36Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-16T16:12:05Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-11T01:22:17Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-11T22:56:43Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-15T23:59:34Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-21T21:29:20Z
"No sé si reírme o llorar con los resultados",La Paz,2025-12-11T02:46:02Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-18T21:42:05Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-13T05:43:19Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-17T20:43:58Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-22T02:07:52Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-21T17:34:39Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-21T07:41:33Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-22T15:01:45Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-11T11:18:17Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-23T20:15:41Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-23T20:50:56Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-17T07:55:45Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-18T17:00:46Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-16T00:28:19Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-15T21:31:17Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-12T04:31:46Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-16T14:44:23Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-16T21:18:44Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-19T11:44:53Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-13T08:51:11Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-15T17:45:36Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-25T18:17:02Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-16T22:25:16Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-16T21:01:08Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-10T11:36:20Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-16T04:43:34Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-20T12:07:20Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-20T09:15:17Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-25T04:27:03Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-22T17:54:54Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-17T20:10:21Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-14T20:00:26Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-22T21:14:32Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-13T07:46:28Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-20T11:22:32Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-23T16:21:25Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-14T09:46:18Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-19T13:30:53Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-11T08:56:37Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-21T01:46:13Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-19T16:01:00Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-20T01:44:44Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-10T18:00:48Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-21T12:20:20Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-23T10:34:27Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-10T20:27:59Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-15T10:36:54Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-13T07:05:49Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-24T17:20:41Z
"No sé si reírme o llorar con los resultados",La Paz,2025-12-12T03:53:56Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-11T08:29:22Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-20T19:09:50Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-10T18:04:25Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-22T19:27:11Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-20T08:49:42Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-21T17:09:51Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-12T20:03:15Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-10T21:54:23Z
"No sé si reírme o llorar con los resultados",La Paz,2025-12-22T00:55:41Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-23T03:00:02Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-13T12:21:36Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-19T14:28:22Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-23T07:44:58Z
"Tengo miedo de que vengan días peores",El Alto,2025-12-10T15:26:43Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-12T13:14:51Z
"Qué caos, qué ansiedad, qué país",El Alto,2025-12-13T07:32:54Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-12T06:54:59Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-15T16:23:20Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-11T16:50:35Z
"PDC ganó, sí, pero ¿a qué costo emocional?",La Paz,2025-12-18T11:52:43Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-18T07:00:07Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-15T16:43:45Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-13T10:29:20Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-11T08:27:52Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-17T00:22:12Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-21T05:12:11Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-14T16:09:08Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-15T14:12:22Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-23T12:19:51Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-19T01:47:31Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-13T01:30:44Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-14T20:00:57Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-14T02:26:24Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-22T09:11:44Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-15T01:38:14Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-23T23:38:00Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-19T13:15:33Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-22T21:26:30Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-20T23:24:10Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-19T02:43:32Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-15T07:23:21Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-13T10:11:02Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-16T11:27:22Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-14T23:05:43Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-13T07:42:02Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-14T21:26:55Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-19T13:38:58Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-12T05:23:57Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-22T13:07:53Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-25T04:25:44Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-25T13:50:56Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-20T08:43:08Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-22T04:53:11Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-24T19:45:27Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-11T00:54:56Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-23T03:04:13Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-24T22:47:19Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-13T18:31:07Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-13T10:18:52Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-21T03:24:58Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-25T09:39:03Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-23T13:05:52Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-19T12:45:33Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-21T18:29:39Z
"Qué caos, qué ansiedad, qué país",El Alto,2025-12-11T10:44:04Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-23T18:54:05Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-22T18:20:01Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-12T09:38:39Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-13T01:01:38Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-13T09:37:07Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-13T22:32:49Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-23T05:44:33Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-23T08:15:54Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-14T09:03:34Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-22T23:32:53Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-17T02:43:19Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-19T12:28:09Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-11T02:16:16Z
"Tengo miedo de que vengan días peores",La Paz,2025-12-25T18:48:30Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-24T01:43:11Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-12T07:51:44Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-20T22:26:32Z
"PDC ganó, sí, pero ¿a qué costo emocional?",La Paz,2025-12-18T05:17:55Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-22T11:05:05Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-11T10:54:27Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-19T05:47:27Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-16T13:24:39Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-24T04:30:52Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-24T03:24:00Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-10T12:17:53Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-18T05:05:42Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-11T22:55:44Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-20T18:13:58Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-24T11:46:24Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-11T02:50:12Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-16T03:48:32Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-12T03:01:03Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-15T07:03:45Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-12T03:44:25Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-21T21:04:59Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-17T18:39:33Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",La Paz,2025-12-10T13:18:58Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-18T10:33:22Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-15T03:52:04Z
text,zone,created_at
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-24T01:16:18Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-14T19:44:43Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-17T05:49:54Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-25T11:56:56Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-12T22:47:12Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-10T10:00:19Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-18T15:42:27Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-25T01:35:36Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-16T16:17:30Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-12T12:58:35Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-19T23:05:36Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-11T11:11:14Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-10T17:17:16Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-21T11:08:43Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-24T23:06:30Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-15T03:27:30Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-19T17:30:18Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-20T02:54:52Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-15T03:55:59Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-17T11:29:03Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-16T23:04:44Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-11T10:58:41Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-25T07:54:26Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-25T14:31:19Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-12T09:08:03Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-21T09:00:51Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-21T03:24:36Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-15T00:10:24Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-25T13:10:57Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-25T16:36:43Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-19T14:55:25Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-19T13:17:34Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-24T12:14:22Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-11T13:01:43Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-14T13:05:03Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-10T14:07:19Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-12T16:27:19Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-14T21:54:00Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-18T02:44:10Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-23T04:25:51Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-22T03:25:40Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-23T03:41:47Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-21T22:54:45Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-19T03:51:00Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-19T00:39:26Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-13T00:16:08Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-21T22:59:54Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-15T19:25:58Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-16T09:42:29Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-12T22:53:48Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-18T14:14:39Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-25T09:02:01Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-17T02:53:06Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-13T00:22:11Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-17T07:17:25Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-19T07:19:43Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-25T12:46:03Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-23T16:35:44Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-15T22:32:13Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-11T05:06:44Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-15T06:10:10Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-17T05:04:57Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-19T04:05:43Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-19T10:38:11Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-18T10:27:57Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-16T07:35:13Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-12T03:24:34Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-25T09:51:29Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-18T09:22:42Z
"No puedo dejar de pensar en lo que se viene",El Alto,2025-12-11T13:21:55Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-21T14:15:48Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-11T18:06:09Z
"Tengo miedo de que vengan días peores",El Alto,2025-12-10T10:23:29Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-23T23:21:00Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-13T15:56:39Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-15T11:22:15Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-23T23:45:23Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-12T04:52:49Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-13T16:04:19Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-19T09:33:29Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-20T11:22:44Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-13T13:30:37Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-16T05:26:50Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-15T20:41:33Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-10T11:32:51Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-16T13:11:43Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-15T07:14:00Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-21T14:39:26Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-19T12:30:22Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-19T10:18:35Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-23T14:20:58Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-23T13:23:33Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-24T03:43:42Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-19T11:55:10Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-17T01:27:10Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-24T17:06:21Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-24T19:07:47Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-20T11:49:28Z
"PDC ganó, sí, pero ¿a qué costo emocional?",La Paz,2025-12-21T09:55:41Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-13T19:03:14Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-21T19:32:02Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-16T02:23:38Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-12T02:44:01Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-21T03:19:23Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-12T12:53:07Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-17T15:41:51Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-19T17:24:09Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-16T02:58:36Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-18T14:43:30Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-22T07:38:26Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-14T03:02:47Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-20T10:05:20Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-25T07:57:08Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-18T16:25:01Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-24T11:09:19Z
